id,area,layer,feature,source,user_story,expected_behavior,edge_cases,status,test_ref,notes
ENG-5,Memory Engine / Injection cache,heritage,Pre-rendered cached context for fast injection,engine.py:MemoryEngine.cached_context (lines 130-132) and refresh_cache (lines 117-121) and _CACHE_QUERY/_CACHED_MODES (lines 35-36); store.py:SqliteStore.get_cache (lines 225-229) and set_cache (lines 218-223),"As a developer, I want injected memory context to be served from a pre-rendered cache so that adding repo memory to my prompt is a single fast SELECT instead of a live graph traversal.","cached_context(tenant_id, repo_id, mode='HIGH') returns store.get_cache(...)  -  one SELECT of cache.payload keyed by (tenant_id, repo_id, mode), or None if cold. The daemon/_distill keep it warm via refresh_cache(tenant_id, repo_id), which iterates _CACHED_MODES = ('HIGH','HYBRID'), runs dual_level_rag_query with the natural-language label from _CACHE_QUERY ('durable guidelines and recurring risks' for HIGH, 'relevant prior context' for HYBRID), and store.set_cache(...) the ctx.to_prompt() string (upsert on conflict, stamping updated=time.time()). Injection hooks read this; only HIGH and HYBRID are pre-rendered (LOW is not cached).","Cold cache (no refresh has run yet) -> cached_context returns None; the SessionStart/UserPromptSubmit hooks fall back to a live engine.query. || Requesting mode='LOW' from cached_context returns None because refresh_cache only populates HIGH and HYBRID. || set_cache upsert overwrites prior payload for the same (tenant,repo,mode); a refresh after distillation always reflects the latest graph state.",GREEN,tests/test_engine.py (+ store/clients/rag/episodic/eviction),Cache is the read-time decoupling from graph traversal; refresh happens after every _distill.
ENG-6,Episodic buffer / Eviction,heritage,Eviction by count and age thresholds (last 20 / 48h),"episodic.py:EpisodicLogStore._evict (lines 57-74) and append (lines 47-55), DEFAULT_MAX_TRACES/DEFAULT_MAX_AGE_SECONDS (lines 27-28); store.py:SqliteStore.due_traces (lines 194-204)","As a compliance officer, I want raw operational traces to expire on a bounded last-20-or-48-hours policy so that short-lived sensitive telemetry does not accumulate indefinitely while durable distilled insight persists.","Two grounded surfaces implement the same threshold. (1) EpisodicLogStore (in-memory path): _evict applies the age window first (drop ts < now - max_age_seconds via injectable now_fn) then the count cap (keep the most-recent max_traces in arrival order, evict overflow), returning aged_out + overflow; append fires the on_evict callback for evicted traces. Defaults are DEFAULT_MAX_TRACES=20 and DEFAULT_MAX_AGE_SECONDS=48*3600. (2) SqliteStore.due_traces (the on-disk path the daemon uses) computes cutoff = now - max_age_seconds and keep_recent_ids = the last max_traces by (ts ASC,id ASC), returning every trace whose ts < cutoff OR whose id is not in keep_recent_ids  -  i.e. older than the window OR beyond the recent cap, whichever is tighter. Eviction is per (tenant_id, repo_id) group.","max_traces=0 disables the recency keep-set (keep_recent_ids = empty set), so due_traces marks everything past the age cutoff as due (and nothing is kept by count). || now is injectable (now_fn / due_traces' now param) for deterministic age-window testing without sleeping. || A burst that exceeds max_traces evicts the oldest overflow immediately on append even if all traces are within the 48h window (count cap is the tighter constraint).",GREEN,tests/test_engine.py (+ store/clients/rag/episodic/eviction),"Doctrine's sunset asymmetry: raw episodic logs expire, distilled graph persists. Per-group isolation."
ENG-7,LLM clients / IO seam,heritage,Pluggable LLM distillation clients (Mock / Anthropic / Headroom) + llm_from_env,"clients.py:MockLLMClient (lines 145-172), AnthropicLLMClient (lines 222-274), HeadroomLLMClient (lines 277-298), LLMClient Protocol (lines 55-60); engine.py:llm_from_env (lines 39-45)","As a platform operator, I want distillation to run against a deterministic in-process mock by default and swap to a real model (optionally compressed) purely via environment variables so that the engine compiles and self-checks with no network or API key, yet upgrades to Opus-grade distillation in production without code changes.","All three implement the LLMClient Protocol: async distill(prompt) -> DistillResult(entities, relations, usage: TokenUsage). MockLLMClient is deterministic and in-process: _batch_from_prompt splits on 'Raw Telemetry Corpus:', then _default_extract derives a stable dual-level graph (LOW: COMPONENT/ERROR_TYPE entities, CAUSES/RESOLVES edges; HIGH: one PRINCIPLE+SUBSYSTEM pair joined by DEPENDS_ON), and usage is filled by estimate_tokens (~4 chars/token). AnthropicLLMClient (model='claude-opus-4-8') lazily imports AsyncAnthropic, calls messages.create with output_config json_schema (_DISTILL_JSON_SCHEMA structured outputs), then trust-but-verify coerces each entity/relation field with .get(...) defaults. HeadroomLLMClient wraps an inner client: lazily imports headroom.compress, records raw_input_tokens (pre-compression) and resets input_tokens to the compressed size so the audit ledger shows the saving. llm_from_env() reads DLE_LLM ('anthropic' -> AnthropicLLMClient else MockLLMClient) and wraps in HeadroomLLMClient when DLE_HEADROOM in ('1','true','yes').","DLE_LLM unset or any non-'anthropic' value -> MockLLMClient (default), so the package runs with no network/key. || AnthropicLLMClient: even with constrained decoding it never assumes schema compliance  -  missing fields default (entity_type='', level='LOW', weight=1) rather than KeyError. || Headroom/Anthropic third-party imports are lazy inside distill(), so importing clients.py pulls in only stdlib + typed records; missing optional deps only fail at call time.",GREEN,tests/test_engine.py (+ store/clients/rag/episodic/eviction),Module docstring: every third-party import lazy inside the method to keep the capture hot path dependency-light.
ENG-8,Daemon / dle-serve,heritage,Background distillation daemon (dle-serve),"daemon.py:_loop (lines 26-35), main (lines 38-53), run (lines 55-57)","As a platform operator, I want a resident daemon that polls the shared store and distils overdue traces on a fixed interval so that the graph and injection cache stay fresh without ever touching the agents' hot path.","dle-serve (python -m dual_log_engine.daemon / console script run()) builds a MemoryEngine(root=args.root) and runs asyncio _loop. Each tick awaits engine.distill_due() (all groups), prints a stderr line when result['distilled'] is non-zero, then awaits asyncio.sleep(interval). It is fail-soft: a per-tick exception is caught, logged to stderr as '[dle-serve] tick error: <Type>: <msg>', and the loop continues. main() parses --root (default $DLE_MEMORY_DIR or '.memory') and --interval (default $DLE_INTERVAL or 3.0 seconds), prints a startup banner including the resolved llm class name, and wraps asyncio.run with a KeyboardInterrupt handler that prints '[dle-serve] stopped' on Ctrl-C.","A transient distill failure (e.g. store locked, LLM import error) is caught per-tick so one bad tick never kills the daemon. || interval can be sub-second (float); a very small interval increases poll pressure on the shared WAL db (busy_timeout absorbs contention). || Multiple daemons on the same .memory dir would double-distill; the design assumes a single resident process per store (SQLite is also the IPC).",GREEN,tests/test_engine_surfaces.py::test_daemon_loop_distills_each_tick; tests/test_engine_surfaces.py::test_daemon_loop_survives_a_tick_error,"Selects backend from env via the engine's llm_from_env; DLE_LLM/DLE_HEADROOM honored through MemoryEngine. Behavior now directly proven: _loop awaits engine.distill_due exactly once per tick, and a RuntimeError raised inside a tick is caught + logged '[dle-serve] tick error' with the loop continuing."
ENG-9,MCP server / dle-mcp,heritage,MCP server exposing memory tools,"mcp_server.py:memory_ingest (lines 38-53), memory_query (lines 56-81), memory_distill (lines 84-91), memory_flush (lines 94-100), memory_stats (lines 103-106), run (lines 109-111)","As a developer, I want any MCP client (Claude Code or another agent) to capture, query, distill, flush, and inspect dual-log memory over stdio so that memory operations are available to my agent without bespoke wiring, sharing one store with the hooks and daemon.","A FastMCP('dual-log-memory') server holding one process-wide MemoryEngine(root=$DLE_MEMORY_DIR or '.memory'). Tools: memory_ingest(tenant_id, repo_id, agent_run_id, text) -> engine.capture -> {buffered}; memory_query(tenant_id, repo_id, query, mode='HYBRID') uppercases and validates mode against ('LOW','HIGH','HYBRID') (ValueError otherwise), awaits engine.query, and returns {mode, entities, relations, prompt, token_estimate}; memory_distill(tenant_id=None, repo_id=None) -> engine.distill_due -> {groups, distilled} (sweeps all groups when ids omitted); memory_flush(tenant_id, repo_id) -> engine.flush -> {flushed, distilled}; memory_stats(tenant_id=None, repo_id=None) -> engine.stats (read-only graph counts plus optional scoped breakdown). run() starts mcp.run() over stdio transport. Requires the optional [mcp] extra (mcp.server.fastmcp).","memory_query with an invalid mode raises ValueError surfaced to the MCP client rather than silently defaulting. || The single module-level _engine is created at import time, so importing mcp_server (without the [mcp] extra installed) fails on 'from mcp.server.fastmcp import FastMCP'. || State persists under DLE_MEMORY_DIR and is shared with hooks + dle-serve via the same .db, so a tool call sees traces captured by the hooks.",GREEN,tests/test_engine_surfaces.py::test_mcp_tools_ingest_and_query,"memory_ingest is sync (O(1) insert); query/distill/flush are async tools. Tool behavior now directly proven: memory_ingest returns {'buffered': 1}; memory_query raises ValueError on an unknown mode and returns exactly {mode, entities, relations, prompt, token_estimate} with mode uppercased for a valid one."
ENG-10,Capture hooks / Claude Code integration,heritage,"Claude Code lifecycle hooks (capture, inject, distill)","hooks/post_tool_use_capture.py (lines 17-42); hooks/_common.py:resolve_ids (lines 45-55), memory_dir (lines 58-64), make_engine (67-70), emit_additional_context (73-80), read_payload (33-42), ensure_import (17-30); hooks/session_start_inject.py (lines 13-30); hooks/user_prompt_submit_inject.py (lines 13-32); hooks/stop_distill.py (lines 14-25)","As a developer, I want Claude Code to automatically capture my tool activity, inject relevant repo memory into prompts, and flush the buffer at session end so that the dual-log memory loop runs with zero manual steps and never breaks my session if something goes wrong.","Four fail-silent hooks share _common helpers. resolve_ids maps env/payload to (tenant='local' or $DLE_TENANT_ID, repo=$DLE_REPO_ID or cwd basename, run=session_id or $DLE_AGENT_RUN_ID or 'session'); memory_dir defaults to <cwd>/.memory. PostToolUse (post_tool_use_capture.py) builds _trace_text from tool_name + selected tool_input fields (command/file_path/path/query/url) + a 2000-char-truncated result, then engine.capture (one sync O(1) insert). SessionStart (session_start_inject.py) reads cached_context(...,'HIGH'); if cold, falls back to a live HIGH query; injects via emit_additional_context only when the rendered text contains a '\n- ' bullet. UserPromptSubmit (user_prompt_submit_inject.py) reads cached_context(...,'HYBRID') keyed on the user's prompt with the same fallback/guard (limit=3000). Stop (stop_distill.py) runs asyncio.run(engine.flush(...)) to promote the remaining buffer even without a daemon. Every hook wraps its body in try/except returning silently (and ensure_import returns False to no-op if the engine is not importable), so a hook never blocks or crashes a session.","read_payload tolerates a leading UTF-8 BOM and invalid/empty JSON (returns {}), and Claude Code field-name variations are read defensively with .get (tool_response vs tool_output). || If dual_log_engine is not installed, ensure_import tries the sibling src/ dir, and if still missing every hook no-ops and exits 0 rather than erroring. || Injection is suppressed when memory is empty: the '\n- ' bullet check means a repo with no distilled entities/relations injects nothing rather than an empty scaffold.",GREEN,"tests/test_engine_surfaces.py (test_hook_read_payload_tolerates_bom_and_garbage, test_hook_resolve_ids_env_then_payload, test_inject_hook_suppresses_empty_context, test_inject_hook_fail_silent_on_garbage_stdin)","Hooks, MCP server, and daemon all share the same .memory/memory.db (SQLite WAL is the IPC). Hook behavior now directly proven: read_payload returns {} on BOM-prefixed non-JSON; resolve_ids honors DLE_TENANT_ID/DLE_REPO_ID env, payload session_id, and the cwd-basename repo fallback; the inject hook suppresses empty context and exits 0 on garbage stdin."
NEW-1,governance/store,new,Durable DB home (out of temp),reference-impl/src/dual_log_engine/governance/store.py:GovernanceStore.__init__ ; cli.py:DEFAULT_DB ; server.py:DEFAULT_DB,"As a platform operator, I want the governance audit DB to live in an explicit durable, OS-appropriate data home rather than a CWD-relative or temp path, so that the tamper-evident trail survives restarts, redeploys, and working-directory changes and is never silently lost.","What SHIPS: GovernanceStore.__init__(path=':memory:') takes an explicit path; cli.py and server.py read DLE_GOV_DB (else a configured default) and pass it in. For any non-':memory:' path the store creates the parent directory with parents=True/exist_ok=True (store.py:86-87) before opening, so a configured durable path survives restarts and CWD changes. WAL + busy_timeout PRAGMAs apply to file-backed paths. NOT BUILT (roadmap, not asserted here): no governance.paths.resolve_db_home() resolver; no per-OS app-data default; no rejection of temp dirs; no refusal of ':memory:' for server/CLI; no read-only/non-writable fail-fast; no stderr log of the resolved absolute path. Operators must point DLE_GOV_DB at a durable location explicitly - the default in-memory path is test-only and loses the chain on exit.","Explicit DLE_GOV_DB at a nested path that does not yet exist: __init__ creates the parent dirs and opens the file (store.py:86-87). || No DLE_GOV_DB set: the store defaults to ':memory:' (store.py:84), which is non-durable - the chain is lost on process exit; choosing a durable path is the operator's responsibility, not enforced here. || A temp/ephemeral or non-writable target is NOT detected or refused (roadmap item); the store opens it as given.",GREEN,tests/test_governance_backup.py,"Explicit-path placement + parent-dir creation ship and are tested. Durable-home resolver / temp-reject / :memory:-refuse / readonly-fail-fast are roadmap, not built."
NEW-2,governance/store,new,Integrity-checked backup,governance/backup.py:54 backup(); cli.py:128 _cmd_backup,"As an org security lead, I want to take a consistent, integrity-checked backup of the governance audit DB, so that I can prove the snapshot I archived is a faithful, untampered copy of the system-of-record.","What SHIPS: module function backup(db_path, backup_dir, now=None) -> dict (backup.py:54-87) copies the DB with sqlite3's online-backup API (WAL-safe: an uncheckpointed WAL is captured, proven by test_backup_captures_uncheckpointed_wal) into backup_dir as governance-<stamp>.db, writes a SHA-256 manifest beside it, and returns the manifest dict {backup_file, manifest_file, sha256, ts, orgs:{org:{changes, findings, chain_head}}}. A same-second stamp collision raises FileExistsError instead of overwriting a prior snapshot (backup.py:61-65; test_backup_refuses_same_second_overwrite); connections and file handles are closed via try/finally (backup.py:44-51, 68-85). CLI: 'dle-govern backup --out DIR' prints the manifest JSON and exits 0 (cli.py:128-131; roundtrip proven by test_cli_backup_restore_roundtrip). NOT BUILT (roadmap, not asserted): PRAGMA integrity_check at backup time, per-org chain.verify at backup time (verification happens at restore, NEW-3), a source_ephemeral flag, and a CLI nonzero-exit-on-corrupt path.","Source is mid-ingest (a writer holds the WAL): the online-backup API captures a consistent snapshot including uncheckpointed WAL content - never a raw file copy. || Two backups within the same second: the stamp-named target already exists, so backup() raises FileExistsError rather than clobbering the earlier archive. || Verification-at-backup is not performed; a corrupt source is detected at restore time (SHA re-check + per-org chain re-verify), not here.",GREEN,tests/test_governance_backup.py; tests/test_governance_cli.py,built + tested: tests/test_governance_backup.py; CLI path tested end-to-end by tests/test_governance_cli.py::test_cli_backup_restore_roundtrip.
NEW-3,governance/store,new,Restore (+ chain re-verify),governance/backup.py:90 restore(); cli.py:134 _cmd_restore,"As a platform operator, I want to restore the governance DB from a backup and have the tamper-evident chain re-verified before the restored store goes live, so that I never resume operations on a corrupted or altered audit trail.","What SHIPS: restore(backup_file, dest_db, manifest_file=None, force=False) -> dict (backup.py:90-161) re-hashes the backup file against its SHA-256 manifest (explicit manifest_file or an auto-discovered sibling manifest) and FAILS CLOSED when no verifiable manifest exists or the manifest is malformed/unreadable (SEC-7; backup.py:112-119); refuses to clobber an existing dest unless force=True (backup.py:130-134); clears stale dest -wal/-shm files before copying (backup.py:136-140); then opens the copy and re-verifies EVERY org's chain, returning {restored_to, sha_ok, manifest_checked, chains, all_chains_ok, empty_restore} - empty_restore=True flags a vacuously-empty restore (backup.py:149-160). CLI: 'dle-govern restore --backup-file F --dest D [--manifest M]' exits 1 on any sha/verify failure and 0 on a clean verified restore (cli.py:134-138); the CLI does NOT expose force, so overwriting an existing dest is API-only. NOT BUILT (roadmap): the NEW-1 durable-home resolver and atomic temp-file+rename promotion.","Tampered backup bytes: the SHA re-check vs the manifest fails and restore refuses (CLI exit 1; test_cli_restore_tampered_backup_exits_1). || No explicit or sibling manifest, or a malformed/unreadable manifest: fail-closed refusal rather than trusting an unverifiable trail (SEC-7; test_cli_restore_without_manifest_fails_closed_exits_1, test_restore_malformed_manifest_fails_closed). || Existing dest DB: refused unless force=True (test_restore_refuses_to_clobber_existing_dest); stale -wal/-shm at dest are cleared before copy so old WAL content cannot leak into the restored DB (test_restore_clears_stale_wal_before_copy); a restore that verifies but contains no org data is flagged empty_restore=True.",GREEN,tests/test_governance_backup.py; tests/test_governance_cli.py,built + tested: tests/test_governance_backup.py; CLI roundtrip + fail-closed paths tested in tests/test_governance_cli.py. CLI does not expose force - overwrite of an existing dest is API-only.
NEW-4,governance/store,new,Retention policy,governance/backup.py:164 retention_status(); cli.py:141 _cmd_retention,"As a compliance officer, I want a configurable retention policy that ages out old governance records without breaking the audit chain's integrity, so that I meet data-minimization and retention-window obligations while keeping the tamper-evident trail verifiable.","What SHIPS (reporting only): backup.retention_status(db_path, retention_days, now=None) -> dict (backup.py:164-187) reports, per org, the changes older than the retention window (count + oldest ts) plus the cutoff_ts; it performs NO deletion - the append-only trail is preserved. The window uses the SECONDS_PER_DAY constant (fixed-day, not calendar-day, semantics; design note at backup.py:28-30). CLI: 'dle-govern retention --days N' prints the {cutoff_ts, orgs{...total}} JSON and exits 0 (cli.py:141-144; test_cli_retention_exits_0_with_parseable_json). NOT BUILT (deferred roadmap): apply_retention pruning, chain prefix sealing/re-anchoring, legal holds, and any timed deletion/crypto-shredding - the append-only vs GDPR Art.5(1)(e) erasure tension is tracked in compliance PENDING_REGIMES.","No org past the window: per-org overdue counts are 0 and nothing is flagged; nothing is ever deleted regardless. || now is injectable for deterministic window testing. || Deletion semantics are deliberately deferred: naive chain-row deletion would break verify(), so the shipped surface only reports - the seal/re-anchor design remains unbuilt.",GREEN,tests/test_governance_backup.py; tests/test_governance_cli.py,built + tested (reporting only): tests/test_governance_backup.py::test_retention_status_flags_overdue; CLI path tested by tests/test_governance_cli.py::test_cli_retention_exits_0_with_parseable_json. Timed DELETION deferred (append-only-vs-erasure; see compliance PENDING_REGIMES).
NEW-5,governance/compliance,new,Regulator-evidence verified mappings into compliance,reference-impl/src/dual_log_engine/governance/compliance.py:PENDING_REGIMES ; COMPLIANCE_FRAMEWORKS ; MECHANISM_CONTROLS ; compliance_data,"As an auditor/regulator, I want broader regulatory regimes (SOC 2, EU AI Act, 21 CFR Part 11, ISO/IEC 27001) mapped clause-by-clause to governance mechanisms with verified authoritative citations, so that I can rely on the compliance posture as defensible evidence rather than an asserted claim.","Shipped design: instead of a separate REGIME_CONTROLS structure, the regime clauses were folded CLAUSE-LEVEL into MECHANISM_CONTROLS (compliance.py:50-71, 20 entries) citing 10 COMPLIANCE_FRAMEWORKS (compliance.py:35-46) - e.g. SOC 2 TSC CC7.1/CC1.5/CC6.1, FDA Part 11 11.10(c)/(e), ISO/IEC 27001 A.8.15/A.5.28, EU AI Act Art. 12/19/26(6) (high-risk-scoped), ISO/IEC 42001 A.6.2.8, NIST AI RMF, GDPR. Each mapping carries a verified citation per the grounding discipline (no citation, no assertion). control_coverage counts DISTINCT canonicalized frameworks: _CROSS_NAMESPACE_REGIME/_canonical_framework (compliance.py:89-98; union at 126-129) dedupes a framework cited both as a finding framework name and a mechanism id, so GDPR counts once (test_control_coverage_does_not_double_count_gdpr_id_vs_name). PENDING_REGIMES (compliance.py:74-81) now holds six why-scoped exclusions (org-level residuals, US AI law out-of-scope, the append-only-vs-erasure tension). ISO provenance is honestly worded: two ISO ids are cross-checked, not primary, because iso.org blocks automated fetch (compliance.py:26-34, 147).","A citation that cannot be re-verified stays out of the asserted catalog - unverified regimes remain in PENDING_REGIMES rather than being asserted. || A broken chain (verify ok=False) flips the report's integrity section to COMPROMISED wording; mappings are presented as governance evidence, never as certification. || A framework appearing as both a finding label and a mechanism id (GDPR) is deduped by _canonical_framework - no double-counting in control_coverage.",GREEN,tests/test_governance_compliance.py,built + tested: regulator-evidence research folded into compliance.py (10 cited frameworks + mechanism->control mappings with honest provenance; unverified/future regimes stay in PENDING_REGIMES) + docs/regulator-evidence-brief.md; test_governance_compliance.py asserts cited-only + the 'not a compliance certification' line.
NEW-6,governance/server,new,Persistent service mode (survives a session),"reference-impl/src/dual_log_engine/governance/server.py:run/make_server ; DEPLOY.md (Docker run, env vars)","As a platform operator, I want to run dle-govern as a persistent, restart-surviving service rather than a foreground process tied to my shell session, so that CI can ingest changes around the clock and the webhook self-recovers after host reboots.","What SHIPS: persistence is achieved by running the container with a Docker restart policy (--restart unless-stopped, per DEPLOY.md's docker run example), with DLE_GOV_DB on a mounted volume so the trail survives container/host restarts. server.run()/make_server() run the webhook foreground; the OS/Docker supervisor, not the app, provides restart-on-failure. GET /healthz returns only {ok, service} (server.py:90-91). NOT BUILT (roadmap, not asserted here): no extended /healthz readiness ({db_path, chain_ok}); no in-process supervised service mode; no 'dle-govern serve --install|--uninstall|--status' OS service-unit (systemd / Windows service) install/uninstall; no startup chain.verify()-gated refuse-to-start; no second-writer / single-writer enforcement at bind time (the single-writer invariant is documented in DEPLOY.md as an operator responsibility, not code-enforced).","Host reboots: with a Docker restart policy and a volume-mounted DLE_GOV_DB, the container comes back up and SQLite WAL durability keeps verify() intact; the app itself does not re-verify or self-heal on start (roadmap). || A second writer pointed at the same DB file is NOT refused by the server at bind time (roadmap); operators must enforce one writer per store per DEPLOY.md. || DLE_GOV_TOKEN unset on a non-loopback bind is documented as local-only in DEPLOY.md but is not refused by service mode (no service mode ships).",OPS,,"Reclassified PLANNED -> OPS: the shipped persistence path (Docker --restart unless-stopped + volume-mounted DLE_GOV_DB per DEPLOY.md) is operational/deploy configuration - docker-smoke-testable, not pytest-provable, so test_ref stays empty. Extended /healthz readiness, OS service-unit install/uninstall, startup chain-verify gate, and second-writer refusal remain roadmap, not built."
SAF-6,governance/safety/grounding,product,grounding freshness gate (last_verified + stale/assert_fresh + dle-govern verify-grounding),governance/safety/grounding.py:stale/assert_fresh; cli.py:_cmd_verify_grounding,"As a compliance officer, I want cited sources flagged when they pass a re-verification cadence so that the trust tree cannot silently rot into citation theater.","Every grounding/compliance entry carries a last_verified ISO date. grounding.stale(today, max_age_days=90) lists ids past the cadence; assert_fresh(today) raises StaleGroundingError if any. dle-govern verify-grounding exits 1 and lists stale entries (checks GROUNDING and COMPLIANCE_FRAMEWORKS). README documents the 90-day cadence + re-verify steps.","far-future today -> all flagged + exit 1 || fresh today -> exit 0 || deterministic (today is a param, not datetime.now)",GREEN,tests/test_governance_grounding.py,added in response to user feedback on trust-tree staleness
SEC-1,governance/security-hardening,new,HIGH: command-injection + eval/exec detection (CWE-78/94) - currently a total blind spot,purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_checks.py,from purple-team pressure test
SEC-2,governance/security-hardening,new,HIGH: SQLi via .format/% evades verify; executescript sink missing from detect,purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_checks.py,"from purple-team pressure test +round2: no-space %, uppercase/qualified f-string FN closed; parameterized-LIKE FP fixed (verify inspects the SQL string suffix)"
SEC-3,governance/security-hardening,new,"HIGH: redaction overhaul - drop keyword allowlist, add vendor token prefixes + entropy fallback",purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_checks.py,from purple-team pressure test +round2: entropy fallback bounded to a 20-char floor (engine.py _REDACT_ENTROPY {19
SEC-4,governance/security-hardening,new,HIGH: ReDoS in pii-email regex - bound local-part + per-line cap (_MAX_SCAN_LINE=2000),purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_checks.py,from purple-team pressure test. No scan timeout ships; the 2000-char per-line cap bounds worst-case regex input (col-2000+ coverage gap documented at engine.py:33). Regression test: test_email_regex_has_no_catastrophic_backtracking.
SEC-5,governance/security-hardening,new,HIGH: tenant-key collision (numeric vs string org) - normalize org=str().strip() at the boundary,purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_tenant.py,from purple-team pressure test +round2: zero-width/BOM-only org rejected (visible-char guard)
SEC-6,governance/security-hardening,new,HIGH: sign the audit chain (HMAC key out-of-DB + signed head/length anchor); verify checks signature,purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_chain_signing.py,"HMAC per-entry (DLE_CHAIN_KEY, out-of-DB) + signed anchor; forged/truncated tail fails verify; keyless stays signed=False (honest) Key sourced from DLE_CHAIN_KEY or DLE_CHAIN_KEY_FILE (file path; env value wins when both are set) - chain.py:47-53, covered by test_governance_chain_signing.py."
SEC-7,governance/security-hardening,new,MED: restore() fails open to sha_ok when manifest omitted - require + bind the manifest,purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_backup.py,from purple-team pressure test
SEC-8,governance/security-hardening,new,"MED: secret-format coverage (AIza, JWT) in detect + mirror into redact()",purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_checks.py,detect side (AIza/JWT/glpat/github_pat) + redaction; tp+fp tested; verify correctly drops placeholder tokens
SEC-9,governance/security-hardening,new,LOW/INFO: webhook input validation (non-string -> 400/500) + drop Python-build banner,purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_server.py,"from purple-team pressure test +round2: whitespace org -> 400 not 500; numeric org gets a clear message not ""missing"""
SEC-10,governance/security-hardening,new,Tier0: honesty alignment - soften redacted/immutable claims until signing+redaction land,purple-team swarm 2026-06-29 (PoC-confirmed),"As a security lead / auditor, I want this hardening so the product cannot be trivially attacked and its claims hold.","see plan HARDENING ROADMAP; PoC becomes a RED regression test, fix makes it GREEN",,GREEN,tests/test_governance_honesty.py,from purple-team pressure test
IFC-8,CLI / backup+restore+retention,new,CLI backup / restore / retention subcommands (dle-govern backup|restore|retention),governance/cli.py:_cmd_backup (128) / _cmd_restore (134) / _cmd_retention (141),"As a platform operator I want backup, verified restore, and retention status available from the same CLI as the rest of governance so evidence durability is operable without writing Python.","dle-govern backup --out DIR writes the backup file + SHA-256 manifest and prints the manifest JSON, exit 0. dle-govern restore --backup-file F --dest D [--manifest M] re-checks the SHA-256 against the manifest (fail-closed when no explicit or sibling manifest is verifiable, SEC-7) and re-verifies every org's chain, exiting 1 on any failure and 0 on a clean verified restore. dle-govern retention --days N prints the retention_status {cutoff_ts, orgs{...total}} JSON and exits 0, deleting nothing.","Tampered backup bytes: restore exits 1 because the snapshot no longer matches the manifest SHA-256 - evidence is not silently trusted (test_cli_restore_tampered_backup_exits_1). || No explicit or sibling manifest: restore exits 1 rather than trusting an unverifiable trail (test_cli_restore_without_manifest_fails_closed_exits_1). || retention is reporting-only: exit 0 with parseable JSON, no deletion (test_cli_retention_exits_0_with_parseable_json).",GREEN,"tests/test_governance_cli.py (test_cli_backup_restore_roundtrip, test_cli_restore_tampered_backup_exits_1, test_cli_restore_without_manifest_fails_closed_exits_1, test_cli_retention_exits_0_with_parseable_json)",CLI face of NEW-2/3/4. Backup exit-0+manifest and the clean-restore roundtrip were already covered by test_cli_backup_restore_roundtrip and are not duplicated by the newer tests.
